index,gbifTaxonKey,scientificName,totalImages
1058,1811229,"Callopepla emarginata Walker, 1854",20
1059,1811264,"Rhabdatomis mandana Dyar, 1907",9
1060,1811317,"Elysius cingulata Walker, 1856",20
1061,1811322,"Elysius pyrosticta Hampson, 1905",20
1062,1811391,"Cresera optimus Butler, 1877",20
1063,1811393,"Cresera annulata Schaus, 1894",20
1064,1812827,"Prepiella sesapina Butler, 1877",20
1065,1813212,"Xanthophaeina levis Druce, 1899",18
1066,1814044,"Amaxia flavipuncta Hampson, 1904",20
1067,1814231,"Agyrta dux Walker, 1854",20
1068,1814717,"Idalus fasciipuncta Rothschild, 1909",20
1069,1814718,"Idalus citrina Druce, 1890",20
1070,1814968,"Phaegoptera granifera Schaus, 1892",9
1071,1815225,"Acyclania tenebrosa Dognin, 1911",20
1072,1815276,"Coreura fida Hübner, 1827",20
1073,1815283,"Orcynia calcarata Walker, 1854",20
1074,1815399,"Mazaeras francki Schaus, 1896",13
1075,1815640,"Calodesma collaris Drury, 1782",20
1076,1815644,"Calodesma quadrimaculata Hering, 1925",18
1077,1815851,"Dycladia lydia Druce, 1900",20
1078,1816593,"Diptilon bivittata Walker, 1864",15
1079,1817546,"Sychesia dryas Cramer, 1775",15
1080,1817605,"Melese castrena Schaus, 1905",13
1081,1817659,"Sutonocrea reducta Walker, 1856",20
1082,1817738,"Lophocampa seruba parva Rothschild, 1909",20
1083,1818200,"Himerarctia docis Hübner, 1831",20
1084,1818377,"Lepidokirbyia vittipes Walker, 1855",20
1085,1818843,"Eloria lucida Walker, 1856",20
1086,1822704,"Hapigia Guenée, 1852",20
1087,1822719,"Hapigia repandens Schaus, 1906",20
1088,1824174,"Crinodes bellatrix Stoll, 1781",20
1089,1824189,"Crinodes bellatrix Stoll, 1781",20
1090,1824741,"Ginaldia Schaus, 1905",20
1091,1825912,"Moresa costalis Walker, 1855",20
1092,1826772,"Disphragis tharis Stoll, 1782",20
1093,1826943,"Dioptis areolata Walker, 1854",11
1094,1827433,"Dyasia viviana Schaus, 1906",20
1095,1827476,"Navarcostes Schaus, 1905",20
1096,1827857,"Strophocerus thermesia Felder, 1874",20
1097,1830721,"Atteva cosmogona Meyrick, 1931",5
1098,1838422,"Antaeotricha renselariana Stoll, 1781",20
1099,1842479,"Cosmopterix pulchrimella Chambers, 1875",20
1100,1847950,"Battaristis emissurella (Walker, 1864)",6
1101,1853234,"Cnissostages oleagina Zeller, 1863",6
1102,1858283,"Phereoeca uterella (Walsingham, 1897)",20
1103,1858674,"Lantanophaga pusillidactylus (Walker, 1864)",20
1104,1861571,"Perigonia pallida Rothschild & Jordan, 1903",20
1105,1861773,"Cocytius duponchel Poey, 1832",20
1106,1861788,Cocytius beelzebuth Boisduval,20
1107,1861910,"Orecta lycidas Boisduval, 1875",20
1108,1862033,"Callionima nomius Walker, 1856",20
1109,1862088,Xylophanes porcus Hübner,20
1110,1862093,"Xylophanes elara Druce, 1878",20
1111,1862123,"Xylophanes chiron Drury, 1773",20
1112,1862131,"Xylophanes xylobotes Burmeister, 1878",20
1113,1862149,"Xylophanes schausi Rothschild, 1894",20
1114,1862178,Xylophanes isaon Boisduval,20
1115,1862181,"Xylophanes pluto Fabricius, 1777",20
1116,1862198,"Xylophanes tersa Linnaeus, 1771",20
1117,1862207,Xylophanes tyndarus Boisduval,20
1118,1862543,Protambulyx astygonus Boisduval,20
1119,1862551,"Protambulyx eurycles Herrich-Schäffer, 1854",20
1120,1862552,"Protambulyx goeldii Rothschild & Jordan, 1903",20
1121,1863102,"Aleuron carinata Walker, 1856",20
1122,1863150,"Nyceryx continua Walker, 1856",20
1123,1863412,"Neococytius cluentius Cramer, 1775",20
1124,1863426,Madoryx plutonius Hübner,20
1125,1863698,"Hemeroplanes longistriga Rothschild & Jordan, 1903",17
1126,1863701,"Hemeroplanes ornatus Rothschild, 1894",20
1127,1863724,Adhemarius palmeri Boisduval,20
1128,1863725,"Adhemarius gagarini Zikán, 1935",20
1129,1863742,Adhemarius daphne Boisduval,20
1130,1863750,"Adhemarius eurysthenes C.Felder & R.Felder, 1874",20
1131,1863756,"Eupyrrhoglossum venustum Rothschild & Jordan, 1910",8
1132,1863757,"Eupyrrhoglossum sagra Poey, 1832",20
1133,1863858,"Pachylia darceta Druce, 1881",20
1134,1863995,"Manduca brasiliensis Jordan, 1911",18
1135,1864021,"Manduca rustica Fabricius, 1775",20
1136,1864031,"Manduca janira Jordan, 1911",20
1137,1864063,"Manduca leucospila Rothschild & Jordan, 1903",20
1138,1864316,"Erinnyis ello Linnaeus, 1758",20
1139,1864329,"Erinnyis crameri Schaus, 1898",20
1140,1864807,"Eubergia caisa Berg, 1883",20
1141,1864808,"Eubergia argyrea Weymer, 1908",20
1142,1864850,"Pseudautomeris brasiliensis Walker, 1855",20
1143,1864905,"Syssphinx molina Cramer, 1781",20
1144,1864950,"Dirphia dolosa Bouvier, 1929",20
1145,1864978,"Dirphia moderata Bouvier, 1929",20
1146,1864991,Dirphia acidalia Hübner,20
1147,1864994,"Dirphia muscosa Schaus, 1898",20
1148,1865029,"Dirphia araucariae Jones, 1908",20
1149,1865120,"Eacles ducalis Walker, 1855",20
1150,1865132,"Eacles penelope Cramer, 1775",20
1151,1865133,"Eacles lauroi Oiticica Filho, 1938",20
1152,1865378,"Gamelia anableps C.Felder & R.Felder, 1874",20
1153,1865547,"Citheronia hamifera Rothschild, 1907",20
1154,1865557,"Citheronia phoronea Cramer, 1779",20
1155,1865640,"Schausiella janeira Schaus, 1892",20
1156,1865695,"Travassosula subfumata Schaus, 1921",20
1157,1865711,"Hyperchiria incisa Walker, 1855",20
1158,1865714,"Hyperchiria orodina Schaus, 1906",20
1159,1865754,"Adeloneivaia acuta Schaus, 1896",20
1160,1865783,"Adeloneivaia apicalis Bouvier, 1927",20
1161,1865809,"Automerina cypria Gmelin, 1788",20
1162,1865831,"Rhescyntis hermes Rothschild, 1907",20
1163,1865963,"Automeris hamata Schaus, 1906",20
1164,1865990,"Automeris larra Walker, 1855",20
1165,1866010,"Automeris basalis Walker, 1855",20
1166,1866050,"Automeris egeus (Cramer, 1776)",20
1167,1866167,"Automeris inornata Walker, 1855",20
1168,1866169,Automeris beckeri Herrich-Schäffer,20
1169,1866191,"Automeris bilinea Walker, 1855",20
1170,1866220,"Automeris liberia Cramer, 1780",20
1171,1866295,"Arsenura sylla Cramer, 1780",20
1172,1866311,"Arsenura armida Cramer, 1780",20
1173,1866398,"Automerella aurora Maassen & Weymer, 1886",20
1174,1866399,"Automerella flexuosa C.Felder & R.Felder, 1874",20
1175,1866712,"Ptiloscola cinerea Schaus, 1900",20
1176,1866728,"Neorcarnegia basirei Schaus, 1892",20
1177,1866853,"Leucanella maasseni Möschler, 1872",20
1178,1866891,"Cerodirphia rosacordis Walker, 1855",20
1179,1866892,"Cerodirphia speciosa Cramer, 1777",20
1180,1866895,"Cerodirphia rubripes Draudt, 1930",11
1181,1867064,"Hylesia obtusa Dognin, 1923",20
1182,1867124,"Hylesia metapyrrha Walker, 1855",20
1183,1867151,"Hylesia munonia Schaus, 1927",20
1184,1867173,"Hylesia oratex Dyar, 1913",20
1185,1867218,"Hylesia metabus Cramer, 1775",20
1186,1867325,"Scolesa totoma Schaus, 1900",20
1187,1867328,"Scolesa nebulosa Lemaire, 1971",18
1188,1867473,"Loxolomia serpentina Maassen, 1869",20
1189,1867668,"Adelowalkeria flavosignata Walker, 1865",20
1190,1867760,"Grammopelta lineata Schaus, 1906",20
1191,1867776,"Copiopteryx sonthonnaxi André, 1905",20
1192,1868075,"Catacantha latifasciata Bouvier, 1930",12
1193,1868076,"Catacantha ferruginea Draudt, 1929",20
1194,1868088,"Periga circumstans Walker, 1855",20
1195,1868224,"Quentalia vittata (Walker, 1855)",18
1196,1868530,"Sorocaba carmelitaria Guenée, 1857",19
1197,1868532,"Olceclostera seraphica Dyar, 1906",20
1198,1868533,"Olceclostera irrorata Butler, 1878",20
1199,1868538,"Olceclostera truncata Walker, 1855",20
1200,1868688,"Drepatelodes friburgensis Schaus, 1924",16
1201,1870893,"Zanclodes falculalis Ragonot, 1891",20
1202,1871102,"Azamora sororia Druce, 1899",20
1203,1872728,"Arouva albivitta Felder & Rogenhofer, 1874",9
1204,1872803,"Casuaria armata Walker, 1866",6
1205,1876586,"Chrysauge catenulata Warren, 1891",20
1206,1877602,"Hypocosmia pyrochroma Jones, 1912",20
1207,1878205,"Ufa rubedinella Zeller, 1848",20
1208,1878307,"Bonchis munitalis Lederer, 1863",20
1209,1879433,"Hileithia decostalis Guenée, 1854",20
1210,1880271,Diacme mopsalis,20
1211,1880505,Sparagmia gonoptera Latreille,20
1212,1880623,"Phostria temira Stoll, 1781",20
1213,1881156,"Nomophila indistinctalis Walker, 1859",20
1214,1881660,"Argyractis iasusalis Walker, 1859",10
1215,1881702,"Argyractis subornata Hampson, 1897",12
1216,1881764,"Gonocausta zephyralis Lederer, 1863",20
1217,1881813,Azochis mactalis Felder,20
1218,1882941,"Herpetogramma bipunctalis Fabricius, 1794",20
1219,1882942,"Herpetogramma servalis Lederer, 1863",5
1220,1883968,"Samea multiplicalis (Guenée, 1854)",20
1221,1884449,"Parapoynx stagnalis (Zeller, 1852)",20
1222,1884923,"Condylorrhiza vestigialis Guenée, 1854",20
1223,1885892,"Bradina agraphalis Guenée, 1854",12
1224,1886251,"Spoladea recurvalis (Fabricius, 1775)",20
1225,1886451,"Ercta vittata Fabricius, 1794",20
1226,1886684,"Argyrarcha margarita Warren, 1892",20
1227,1887557,"Sisyracera subulalis Guenée, 1854",20
1228,1887634,"Ommatospila narcaeusalis Walker, 1859",20
1229,1887791,"Syllepte striginervalis Guenée, 1854",20
1230,1887987,"Arthromastix pactolalis (Guenée, 1854)",20
1231,1889550,"Praeacrospila melanoproctis Hampson, 1899",20
1232,1891569,"Pycnarmon juanalis Schaus, 1933",12
1233,1891576,Pycnarmon levinia Cramer,11
1234,1892145,"Polygrammodes runicalis Guenée, 1854",20
1235,1892210,"Polygrammodes ostrealis Guenée, 1854",20
1236,1892213,"Polygrammodes maccalis Lederer, 1863",20
1237,1892219,"Polygrammodes dubialis Schaus, 1924",20
1238,1892230,"Polygrammodes ponderalis Guenée, 1854",20
1239,1892510,"Philaethria wernickei (Röber, 1906) Rober, 1906",20
1240,1892518,"Caeruleuptychia urania Butler, 1866",16
1241,1892521,"Caeruleuptychia cyanites (Butler, 1871)",5
1242,1892529,"Caeruleuptychia aegrota (Butler, 1866)",20
1243,1892530,"Caeruleuptychia coelestis Butler, 1866",20
1244,1892534,"Moneuptychia Forster, 1964",40
1245,1892535,"Moneuptychia soter Butler, 1877",20
1246,1892761,"Doxocopa linda (Felder, 1862)",20
1247,1892802,"Doxocopa lavinia (Butler, 1866)",20
1248,1892915,"Eteona tisiphone (Boisduval, 1836)",20
1249,1892949,"Zischkaia saundersii Butler, 1866",6
1250,1893377,"Archeuptychia cluena Drury, 1782",20
1251,1894085,"Hypanartia bella Fabricius, 1793",20
1252,1895243,"Chloreuptychia agatha Butler, 1866",12
1253,1895700,"Catoblepia versitincta Stichel, 1901",6
1254,1895709,"Catoblepia berecynthia (Cramer, 1777)",20
1255,1895789,"Eresia nauplius (Linnaeus, 1758)",20
1256,1896087,"Dynastor darius (Fabricius, 1775)",20
1257,1896126,"Epityches eupompe (Geyer, 1832)",20
1258,1896637,"Dircenna loreta Haensch, 1903",20
1259,1896756,"Catonephele acontius Linnaeus, 1771",20
1260,1896774,"Catonephele numilia Cramer, 1779",20
1261,1896777,"Catonephele sabrina Hewitson, 1852",20
1262,1898367,"Pierella lena Linnaeus, 1767",20
1263,1898858,"Methona themisto Hübner, 1816",20
1264,1900024,"Hermeuptychia sosybius Fabricius, 1793",20
1265,1900112,"Epiphile hubneri Hewitson, 1861",20
1266,1900172,"Heliconius numatus euphone C.Felder & R.Felder, 1862",20
1267,1900195,"Heliconius ricini insulanus (Stichel, 1909)",20
1268,1900199,"Heliconius hecale (Fabricius, 1775)",20
1269,1900303,"Heliconius melpomene (Linnaeus, 1758)",20
1270,1900379,"Heliconius leucadia pseudorhea Staudinger, 1896",20
1271,1900632,"Heliconius ethilla (Latreille & Godart, 1819)",20
1272,1900994,Actinote melanisans,20
1273,1901012,"Actinote momina Jordan, 1910",20
1274,1901032,"Actinote parapheles Jordan, 1913",20
1275,1901055,"Actinote rhodope d'Almeida, 1922",18
1276,1901165,"Actinote carcycina Jordan, 1913",20
1277,1901358,"Amphidecta reynoldsi Sharpe, 1890",20
1278,1902110,"Ortilia dicoma (Hewitson, 1864)",20
1279,1902114,"Ortilia orthia (Hewitson, 1864)",20
1280,1902366,"Oleria aquata (Weymer, 1875)",20
1281,1902406,"Zaretis itys Cramer, 1777",18
1282,1902599,"Sais rosalia (Cramer, 1782)",20
1283,1902623,"Cepheuptychia cephus Fabricius, 1775",20
1284,1902814,"Callithomia lenea (Cramer, 1782)",20
1285,1903607,"Temenis laothoe Cramer, 1779",20
1286,1905451,"Hypna clytemnestra (Cramer, 1777)",20
1287,1908168,"Ithomia agnosia Hewitson, 1854",20
1288,1908199,Taygetis rufomarginata rufomarginata,20
1289,1908203,"Taygetis mermeria Cramer, 1779",20
1290,1908204,"Taygetis thamyra Cramer, 1782",20
1291,1908210,"Taygetis rufomarginata Staudinger, 1888",20
1292,1908217,"Taygetis tripunctata Weymer, 1907",20
1293,1908268,"Selenophanes cassiope (Cramer, 1776)",20
1294,1908299,"Nessaea obrinus (Linnaeus, 1758)",20
1295,1908380,"Opoptera syme (Hübner, 1821)",20
1296,1908383,"Opoptera sulcius Staudinger, 1887",20
1297,1908585,"Cithaerias andromeda Fabricius, 1793",20
1298,1909107,"Baeotus japetus (Staudinger, 1886)",20
1299,1909111,"Baeotus aeilus (Stoll, 1780)",20
1300,1909154,"Dynamine meridionalis Röber, 1915",20
1301,1909155,"Dynamine tithia Hübner, 1823",20
1302,1909159,"Dynamine postverta Cramer, 1782",20
1303,1909186,Dynamine arene Hübner,20
1304,1909201,"Dynamine anubis Hewitson, 1859",20
1305,1909209,Dynamine myrrhina Doubleday,20
1306,1909213,"Dynamine coenus Fabricius, 1793",20
1307,1910773,"Pseudodebis valentina (Cramer, 1782)",20
1308,1910774,"Pseudodebis marpessa (Hewitson, 1862)",20
1309,1911931,"Caerois chorinaeus Fabricius, 1775",20
1310,1914465,"Chlosyne lacinia (Geyer, 1837)",20
1311,1914693,"Harjesia blanda Möschler, 1876",20
1312,1914697,"Posttaygetis penelea (Cramer, 1779)",20
1313,1915339,"Yphthimoides renata Cramer, 1782",20
1314,1915356,"Yphthimoides angularis (Butler, 1867)",8
1315,1915401,"Opsiphanes cassiae (Linnaeus, 1758)",20
1316,1915427,"Opsiphanes quiteria (Stoll, 1782)",20
1317,1915456,"Opsiphanes invirae (Hübner, 1818)",20
1318,1917840,"Tegosa orobia (Hewitson, 1864)",20
1319,1918076,"Caligo beltrao (Illiger, 1801)",20
1320,1918267,"Pareuptychia lydia Cramer, 1779",20
1321,1919129,"Anteos menippe (Hübner, 1818)",20
1322,1919130,"Anteos clorinde (Godart, 1824)",20
1323,1919146,"Ganyra phaloe (Godart, 1819)",20
1324,1919226,"Glennia pylotis (Godart, 1819)",20
1325,1919245,"Dismorphia crisia (Drury, 1782)",20
1326,1919646,"Phoebis philea (Linnaeus, 1763)",20
1327,1919937,"Eurema venusta (Boisduval, 1836)",20
1328,1919945,"Eurema leuce (Boisduval, 1836)",20
1329,1920157,"Leucidia brephos (Hübner, 1809)",20
1330,1920159,"Leucidia elvina (Godart, 1819)",20
1331,1920265,"Hesperocharis anguitia (Godart, 1819)",20
1332,1920266,"Hesperocharis paranensis Schaus, 1898",20
1333,1920269,"Hesperocharis erota (Lucas, 1852)",20
1334,1920275,"Pseudopieris nehemia (Boisduval, 1836)",20
1335,1920426,"Leptophobia aripa (Boisduval, 1836)",20
1336,1920517,"Phulia Herrich-Schäffer, 1867",20
1337,1920552,"Pieriballia viardi (Boisduval, 1836)",20
1338,1920921,"Theritas mavors Hübner, 1818",20
1339,1921123,"Tmolus echion (Linnaeus, 1767)",20
1340,1921427,"Theclopsis Godman & Salvin, 1887",20
1341,1921993,"Stalachtis euterpe (Linnaeus, 1758)",20
1342,1922015,"Stalachtis calliope (Linnaeus, 1758)",20
1343,1922024,"Stalachtis susanna (Fabricius, 1787)",20
1344,1922849,"Calycopis bellera (Hewitson, 1877)",20
1345,1922888,"Cyanophrys Clench, 1961",20
1346,1923499,"Atlides halesus (Cramer, 1779)",20
1347,1923679,"Chlorostrymon simaethis (Drury, 1773)",20
1348,1923997,"Arcas imperialis (Cramer, 1779)",20
1349,1924749,Arawacus melibaeus,20
1350,1924751,"Arawacus aetolus (Sulzer, 1776)",20
1351,1924754,Arawacus separata,20
1352,1924755,"Symbiopsis lenitas (Druce, 1907)",20
1353,1924759,"Symbiopsis lenitas (Druce, 1907)",20
1354,1925423,"Strymon melinus Hübner, 1818",40
1355,1925989,Nesiostrymon calchinia,20
1356,1927388,"Siderus Kaye, 1904",40
1357,1928008,"Rekoa palegon (Cramer, 1780)",20
1358,1928213,"Ministrymon clytie (Edwards, 1877)",20
1359,1928584,"Michaelus ira (Hewitson, 1867)",20
1360,1928589,"Michaelus jebus (Godart, 1823)",20
1361,1929044,"Panthiades aeolus (Fabricius, 1775)",20
1362,1931122,"Parrhasius orgia (Hewitson, 1867)",20
1363,1931310,"Oenomaus ortygnus (Cramer, 1782)",20
1364,1932576,"Ocaria ocrisia (Hewitson, 1868)",20
1365,1933256,"Chalybs hassan (Stoll, 1790)",20
1366,1934617,"Nymphidium baeotia Hewitson, 1852",20
1367,1934619,"Nymphidium mantus (Cramer, 1775)",20
1368,1934626,"Nymphidium azanoides amazonensis Callaghan, 1986",20
1369,1934630,"Nymphidium onaeum Hewitson, 1869",20
1370,1934631,"Nymphidium lisimon (Stoll, 1791)",20
1371,1934651,"Nymphidium omois Hewitson, 1865",11
1372,1934655,"Nymphidium acherois (Boisduval, 1836)",20
1373,1934715,"Parcella amarynthina (Felder, 1865)",20
1374,1934755,"Mesosemia isshia Butler, 1869",12
1375,1934758,"Mesosemia philocles (Linnaeus, 1758)",20
1376,1934809,"Mesosemia moesia Hewitson, 1857",5
1377,1934819,"Mesosemia metope Hewitson, 1859",20
1378,1934884,"Mesosemia minos Hewitson, 1859",20
1379,1934906,"Mesosemia odice (Godart, 1824)",20
1380,1934910,"Mesosemia hesperina Butler, 1874",20
1381,1934990,"Notheme erota (Cramer, 1780)",20
1382,1935008,"Pachythone pasicles Hewitson, 1873",7
1383,1935296,Juditha molpe Hübner,20
1384,1935298,"Juditha azan (Westwood, 1851)",20
1385,1935343,"Riodina lysippus (Linnaeus, 1758)",20
1386,1935350,"Riodina lycisca Doubleday, 1847",20
1387,1935514,"Alesa prema (Godart, 1824)",20
1388,1935682,"Pandemos pasiphae (Cramer, 1775)",20
1389,1935862,"Emesis fastidiosa Ménétriés, 1855",20
1390,1935863,"Emesis diogenia Prittwitz, 1865",20
1391,1935869,"Emesis russula Stichel, 1910",20
1392,1935883,"Emesis neemias Hewitson, 1872",13
1393,1936084,"Zelotaea Bates, 1868",14
1394,1936163,"Baeotis zonata Felder, 1869",20
1395,1936231,"Zabuella tenellus (Burmeister, 1878)",20
1396,1936233,"Zabuella tenellus (Burmeister, 1878)",20
1397,1936274,"Periplacis glaucoma Geyer, 1837",16
1398,1936335,"Calephelis aymaran McAlpine, 1971",20
1399,1936363,"Calephelis braziliensis McAlpine, 1971",20
1400,1936378,"Rhetus periander (Cramer, 1777)",20
1401,1936473,Aricoris signata,20
1402,1936474,"Aricoris tutana (Godart, 1824)",6
1403,1936725,"Euselasia euriteus (Cramer, 1777)",20
1404,1936755,"Euselasia uzita (Hewitson, 1852)",8
1405,1936825,"Euselasia clithra (Bates, 1868)",14
1406,1936896,"Euselasia eugeon (Hewitson, 1856)",6
1407,1937064,"Parides neophilus (Geyer, 1837)",20
1408,1937090,"Parides anchises (Linnaeus, 1758)",20
1409,1937116,"Parides echemon (Hübner, 1813)",20
1410,1937129,"Parides bunichus (Hübner, 1821)",20
1411,1937135,"Parides tros (Fabricius, 1793)",20
1412,1937151,"Parides lysander (Cramer, 1775)",20
1413,1937155,"Parides agavus (Drury, 1782)",20
1414,1937161,"Parides ascanius (Cramer, 1775)",20
1415,1937530,"Papilio arianus Staudinger, 1884",20
1416,1937538,"Mimoides protodamas (Godart, 1819)",20
1417,1938199,"Protesilaus telesilaus (Felder & Felder, 1864)",20
1418,1938207,"Protesilaus stenodesmus (Rothschild & Jordan, 1906)",20
1419,1939336,"Eurytides dolicaon (Cramer, 1775)",20
1420,1941666,"Synpalamides phalaris (Fabricius, 1793)",20
1421,1941832,"Ceretes thais (Drury, 1782)",20
1422,1942073,"Sodalia argyrospila (Mabille, 1876)",20
1423,1942158,"Staphylus ascalon (Staudinger, 1876)",20
1424,1942206,"Staphylus musculus (Burmeister, 1875)",20
1425,1942286,"Anastrus neaeris (Möschler, 1879)",20
1426,1942315,"Paracarystus menestries (Latreille, 1824)",20
1427,1942316,"Paracarystus hypargyra (Herrich-Schäffer, 1867)",20
1428,1942335,"Milanion hemes (Cramer, 1777)",20
1429,1942455,"Niconiades nikko Hayward, 1948",20
1430,1942509,"Proteides mercurius (Fabricius, 1787)",20
1431,1942540,"Zariaspes mys (Hübner, 1808)",20
1432,1942734,"Carrhenes fuscescens (Mabille, 1891)",20
1433,1942854,"Xeniades orchamus (Cramer, 1777)",20
1434,1943001,"Diaeus lacaena (Hewitson, 1871)",20
1435,1943106,"Damas clavus (Herrich-Schäffer, 1869)",20
1436,1943125,BOLD:AAC2009,20
1437,1943349,"Parphorus decora (Herrich-Schäffer, 1869)",20
1438,1943475,"Trina geometrina (C.Felder & R.Felder, 1867)",20
1439,1943563,"Panoquina evansi (H.Freeman, 1946)",20
1440,1943571,"Panoquina ocola (Edwards, 1863)",20
1441,1943585,"Panoquina evadnes (Stoll, 1781)",20
1442,1943635,"Zera hyacinthinus (Mabille, 1877)",9
1443,1943712,"Microceris variicolor (Ménétriés, 1855)",13
1444,1943725,"Vidius Evans, 1955",20
1445,1943935,"Zenis minos (Latreille, 1824)",20
1446,1944240,"Monca penda Evans, 1955",20
1447,1944256,"Eutychide olympia (Plötz, 1883)",17
1448,1944273,"Urbanus esmeraldus (Butler, 1877)",20
1449,1944330,"Urbanus esta Evans, 1952",20
1450,1944356,"Vehilius inca (Scudder, 1872)",20
1451,1944361,"Vehilius stictomenes (Butler, 1877)",20
1452,1944374,"Vehilius clavicula (Plötz, 1884)",20
1453,1944421,"Pyrrhopygopsis socrates (Ménétriés, 1885)",20
1454,1944574,"Aguna asander (Hewitson, 1867)",20
1455,1944579,"Aguna albistria (Plötz, 1881)",20
1456,1944769,"Timochares trifasciata (Hewitson, 1868)",20
1457,1944803,"Synapte silius (Latreille, 1824)",20
1458,1944847,"Lamponia elegantula (Herrich-Schäffer, 1869)",20
1459,1945305,"Turesis complanula (Herrich-Schäffer, 1869)",20
1460,1945310,"Sophista plinius Plötz, 1882",18
1461,1945406,"Mimoniades montana Zikán, 1938",20
1462,1945417,"Talides riosa Evans, 1955",6
1463,1945419,"Talides sergestus (Cramer, 1775)",20
1464,1945425,"Talides alternata Bell, 1941",20
1465,1945626,"Phemiades pohli (Bell, 1932)",20
1466,1945653,"Camptopleura auxo (Möschler, 1878)",20
1467,1945848,"Quinta cannae (Herrich-Schäffer, 1869)",20
1468,1945901,"Phareas coeleste Westwood, 1852",20
1469,1945997,"Mnasitheus ritans (Schaus, 1902)",7
1470,1946158,"Callimormus saturnus (Herrich-Schäffer, 1869)",20
1471,1946163,"Callimormus radiola (Mabille, 1878)",20
1472,1946167,"Callimormus corades (Felder, 1862)",20
1473,1946169,"Callimormus juventus Scudder, 1872",20
1474,1946177,"Callimormus saturnus (Herrich-Schäffer, 1869)",20
1475,1946179,"Callimormus alsimo (Möschler, 1882)",19
1476,1946290,"Thespieus aspernatus Draudt, 1924",20
1477,1946308,"Thespieus xarippe (Butler, 1870)",20
1478,1946310,"Thespieus dalman (Latreille, 1824)",20
1479,1946324,"Thespieus lutetia (Hewitson, 1866)",12
1480,1946359,Perichares seneca (Latreille),20
1481,1946434,"Pheraeus fastus (Hayward, 1938)",6
1482,1946467,"Nyctelius paranensis (Schaus, 1902)",6
1483,1946469,Nyctelius nyctelius nyctelius,20
1484,1946544,"Gorgythion vox Evans, 1953",20
1485,1946550,"Gorgythion begga (Prittwitz, 1868)",20
1486,1946577,"Pellicia arina Evans, 1953",20
1487,1946934,"Thracides cleanthes (Latreille, 1824)",20
1488,1946971,"Entheus gentius (Cramer, 1779)",10
1489,1947021,"Onophas columbaria (Herrich-Schäffer, 1870)",20
1490,1947040,"Cymaenes alumna (Butler, 1877)",20
1491,1947048,"Cymaenes alumna (Butler, 1877)",20
1492,1947049,"Cymaenes gisca Evans, 1955",20
1493,1947243,"Enosis aphilos (Herrich-Schäffer, 1869)",20
1494,1947403,"Orses itea (Swainson, 1821)",20
1495,1947506,"Codatractus aminias (Hewitson, 1867)",20
1496,1947530,"Thargella evansi de Biezanko & Mielke, 1973",5
1497,1947570,"Phocides charon (C.Felder & R.Felder, 1859)",20
1498,1947597,"Phocides polybius (Fabricius, 1793)",20
1499,1947617,"Bungalotis midas (Cramer, 1775)",20
1500,1947793,"Augiades crinisus (Cramer, 1780)",20
1501,1947894,"Epargyreus cruza Evans, 1952",20
1502,1947954,"Telemiades avitus (Stoll, 1781)",20
1503,1947980,"Autochton neis (Geyer, 1832)",20
1504,1948046,"Polyctor polyctor (Prittwitz, 1868)",20
1505,1948458,"Cumbre meridionalis (Hayward, 1934) Hayward, 1934",20
1506,1948528,"Cycloglypha tisias (Godman & Salvin, 1896)",20
1507,1948529,"Cycloglypha enega (Möschler, 1876)",20
1508,1948581,"Marela tamyroides (C.Felder & R.Felder, 1867)",18
1509,1948582,"Marela tamyris Mabille, 1903",7
1510,1948622,"Ludens ludens (Mabille, 1891)",20
1511,1948750,"Cobalopsis vorgia (Schaus, 1902)",6
1512,1948844,"Lucida lucia (Capronnier, 1874)",20
1513,1948872,"Pythonides lerina (Hewitson, 1868)",20
1514,1948883,"Pythonides lancea (Hewitson, 1868)",13
1515,1948890,"Pythonides jovianus (Stoll, 1782)",20
1516,1948933,"Conga iheringii (Mabille, 1891)",20
1517,1948947,"Nascus phocus (Cramer, 1777)",20
1518,1949037,"Udranomia spitzi (Hayward, 1942)",20
1519,1949042,"Gesta inga Evans, 1953",6
1520,1949049,"Gesta gesta (Herrich-Schäffer, 1863)",20
1521,1949068,"Psoralis stacara (Schaus, 1902)",20
1522,1949313,"Aides duma Evans, 1955",20
1523,1949451,"Lerodea eufala (Edwards, 1869)",20
1524,1949460,"Lerodea erythrostictus (Prittwitz, 1868)",20
1525,1949480,"Vertica verticalis (Plötz, 1883)",20
1526,1949488,"Noctuana diurna (Butler, 1870)",20
1527,1949555,"Morys geisa (Möschler, 1878)",16
1528,1949627,"Ebrietas infanda (Butler, 1876)",13
1529,1950039,"Polygonus savigny (Latreille, 1824)",20
1530,1950052,"Pompeius pompeius (Latreille, 1824)",20
1531,1950121,"Lerema liris Evans, 1955",20
1532,1950200,"Nisoniades Hübner, 1819",20
1533,1950226,"Nisoniades castolus (Hewitson, 1878)",20
1534,1950243,"Nisoniades macarius (Herrich-Schäffer, 1870)",20
1535,1950485,"Justinia justinianus (Latreille, 1824)",20
1536,1950754,"Carystoides cathaea (Hewitson, 1866)",20
1537,1950767,"Celaenorrhinus stola Evans, 1952",20
1538,1951039,"Orthos orthos hyalinus (Bell, 1930)",20
1539,1951062,"Tirynthia conflua (Herrich-Schäffer, 1869)",20
1540,1951066,"Anisochoria minorella Mabille, 1897",20
